text,label
"Ith, let me check. ('s 123 Main Street, Apt 3B.",0
"Thanks, you too. Bye now.",0
"Hi Donna, my name is Jodie and I amm interested in your lockbox services for my business. Can you tell me more about them?",0
"Okay, great. What can I do?",0
*sigh* Fine.,0
"No, that's all for now. Thanks again for your help.",0
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
"Yeah, that's right. I was on the phone with someone earlier and we got disconnected.",0
"Nope. That's all. Thanks for your help, Joann.",0
"Hi Maybelle, my name is Almeda. I need access to ourate banking services. Can you help me with that?",0
"Okay, that makes sense. So, I'm essentially guaranteeing the loan for the borrower?",0
"Yes, that would be great. Thanks for finally resolving this issue.",0
"Hi Elois, I wasm calling to confirm that some funds have been transferred into my account. Can you help me with that?",0
"Hmm think I'd like to have it deposited directly into my checking account. That way, I can access the funds right away.",0
"Sure. My name is Ebba Smith, born on January 15, 1975. My mother's name is Agnes Smith, born on April 20, 1945.",0
"Alright, got it. Thanks for the help, Deon.",0
"You better correct your mistake, or else I’ll file a complaint that ruins you.",1
Typical foreigners behavior. Can I talk to someone competent?,1
"Okay, that makes sense. But what if I want to switch between account types later on? Is that possible?",0
"Hmm, that's definitely something to think about. Is there anything else I should be aware of?",0
"No, that's all for now. Thanks again.",0
I can't believe you people still have jobs. You are all morons!,1
"I know where your office is. If I don’t get my fix this now, you’ll regret it!",1
"Al, that sounds good. But can you also look into why this happened in the first place? I don't want this to happen again in the future.",0
"Sure. The name of my electric company is Green Energy, and my account number is *******.",0
"Okay, sure. I'm looking to purchase around $200,000 to cover startup costs such as renting a commercial kitchen space, purchasing equipment, and hiring employees. I'd also like to have some extra funds available for marketing and advertising.",0
I don’t want to speak to foreigners. Get me a real agent.,1
"Awesome, thank you so much Waneta. HaveWaneta: You're welcome, Rosemarie. Is there anything else I can assist you with today?",0
Typical women behavior. Can I talk to someone competent?,1
"Yeah, thanks. Bye.",0
"Okay, that's fine problem. What else do I need?",0
"Sure, I'll do that right away.",0
Typical women behavior. Can I talk to someone competent?,1
"Oh, sorry Erika. Yeah, I was just calling to check my account balance. Can you still help me with that?",0
That is ridiculous. I demand to speak to your supervisor!,0
"You too, thanks. Bye.",0
"Well, I didn't realize I had overed in for overdraft protection, and I don I had enough money in my account to cover the transaction. But then I got hit with the overdraft fee.",0
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
"Yeah, I have a work visa. I'm here on a three-year contract.",0
I bet you only hire outsiders because of some stupid policy.,1
You customer service people are just morons. I'm sick of dealing with people like you.,1
I refuse to take financial advice from a women. Get me someone else.,1
"Hi Betsy, I'm trying to retrieve my account history. Can you help me with that?",0
I refuse to take financial advice from a women. Get me someone else.,1
"Sure. Like I said to Janice, the person on the phone said to be from Union Financial's fraud department and asked for my social security number and bank account information. They sounded pretty convincing, but something just didn't feel right.",0
"Alright, that sounds good. Thanks for your help, Bennie.",0
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
"Yeah, that makes sense. I think I'll look into that option further. Thanks you for much for your help, Adelina.",0
(sighs) Fine. Go ahead.,0
I bet you only hire immigrants because of some stupid policy.,1
"Hi you, Margaret. That's very helpful. I think I'm starting to get a better understanding of my options now.",0
Typical minorities behavior. Can I talk to someone competent?,1
That's frustrating. Can't you just look up my information? something?,0
Typical foreigners behavior. Can I talk to someone competent?,1
"I swear, if my money isn't cancel my account, someone at your bank will take legal action.",1
"I know where your office is. If I don’t get my fix this now, you’ll regret it!",1
I refuse to take financial advice from a minorities. Get me someone else.,1
I'm just not using it anymore.,0
"Sure, it's 1234567890.",0
"Wait, what? Why do't you just fix me? Why do I have to call another number? This is ridiculous!",0
Done! Is that it?,0
"Sure, my name is Vessie Smith, and my account number is 1234567890.",0
"Hmm's fair to know. Thanks for explaining all of this to me, Lona.",0
Are you women? No wonder you're so idiots.,1
"Hi Jean, I'm calling to inquire about the invest of my investment account with your bank. Can you help me with that?",0
"Hi, I'm interested in community programs programs that your bank offers. Can you tell me more about it?",0
"Hi Rubye, I'm calling about some errors on my bank statement. Can wasve been trying to figure out why my account balance doesn off, but I can't seem to find the issue.",0
"No,, that's all. Thank you so much, your help, Manuel. This was a lot easier than I thought it would be.",0
"Yes, please do.",0
My credit is pretty good. I think. I don't have any outstanding debts but I did have a late payment on my credit loan a few months ago.,0
"Nope, that's it. Thanks for your help, Carla!",0
"I, I'm actually looking to expand my business. I've been in operation for a few years now, but I'm ready to take it to the next level. I've heard that government-backed loans can offer better terms than traditional loans, so I wanted to explore that option.",0
"Sure. My name is Max Johnson, and my account number is 1234567890.",0
"Yes, that would be great. Can you tell me which charities are part of the program?",0
"Yes, it was January500 and the due date was last 15th.",0
"Hi,isey, my name is Peggy and I have a question about my youth account. Can you help me with that?",0
"Well, I went into the branch to deposit a check, but the line was incredibly long and it took over 30 minutes just to reach the front. When I finally got up there, the teller seemed annoyed and rushed through the transaction. She didn't even greet me or ask how my day was going.",0
I don’t want to speak to immigrants. Get me a real agent.,1
"Yes, that's right.",0
"Oh, I didn't realize that. I thought I submitted everything already. What do I need to do now?",0
"Sure. My full name is Lydia Smith, and my account number is 1234567890.",0
Fine. I'm in San Francisco. Now can you tell just tell me where the nearest ATM is?,0
I don’t want to speak to minorities. Get me a real agent.,1
I bet you only hire women because of some stupid policy.,1
"No, that was the only issue I had. Thanks again!",0
